ProfitRatio,CustomerName,Discount%,OrderKey,CustomerSegment,City,Region,State,Country,ShipmentMode,OrderDate,ShipDate,ProductName,Manafacturer,ProductSubcategory,ProductCategory,Profit,Qty,Sale
33,Mark Packer,0,CA-2016-102281,Home Office,New York City,East,New York,United States,First Class,2016-10-12,2016-10-14,4009 Highlighters by Sanford,Other,Art,Office Supplies,7,5,20
33,Thea Hendricks,0,CA-2017-159765,Consumer,Salem,South,Virginia,United States,Second Class,2017-05-09,2017-05-12,4009 Highlighters by Sanford,Other,Art,Office Supplies,9,7,28
33,Brian Dahlen,0,CA-2015-157147,Consumer,San Francisco,West,California,United States,Standard Class,2015-01-13,2015-01-18,4009 Highlighters by Sanford,Other,Art,Office Supplies,7,5,20
33,Jamie Kunitz,0,CA-2018-123491,Consumer,San Francisco,West,California,United States,Standard Class,2018-10-30,2018-11-05,4009 Highlighters by Sanford,Other,Art,Office Supplies,7,5,20
16,Yana Sorensen,20,CA-2018-124828,Corporate,Burlington,South,North Carolina,United States,First Class,2018-07-03,2018-07-04,4009 Highlighters by Sanford,Other,Art,Office Supplies,2,3,10
33,Nicole Hansen,0,CA-2018-100384,Corporate,Pomona,West,California,United States,Standard Class,2018-06-24,2018-07-01,4009 Highlighters by Sanford,Other,Art,Office Supplies,12,9,36
16,Steve Nguyen,20,CA-2017-119963,Home Office,Pasadena,Central,Texas,United States,Standard Class,2017-11-18,2017-11-22,4009 Highlighters by Sanford,Other,Art,Office Supplies,1,2,6
33,Bradley Talbott,0,CA-2015-104780,Home Office,San Diego,West,California,United States,Standard Class,2015-05-21,2015-05-25,4009 Highlighters by Sanford,Other,Art,Office Supplies,11,8,32
26,Raymond Buch,0,CA-2017-166674,Consumer,Auburn,East,New York,United States,Second Class,2017-04-01,2017-04-03,50 Colored Long Pencils,Other,Art,Office Supplies,8,3,30
26,Arthur Prichep,0,CA-2015-105270,Consumer,Los Angeles,West,California,United States,Standard Class,2015-11-11,2015-11-18,50 Colored Long Pencils,Other,Art,Office Supplies,8,3,30
26,Odella Nelson,0,CA-2016-112014,Corporate,Yucaipa,West,California,United States,Standard Class,2016-08-13,2016-08-20,50 Colored Long Pencils,Other,Art,Office Supplies,13,5,51
26,Pete Armstrong,0,CA-2016-105970,Home Office,Richmond,Central,Indiana,United States,Standard Class,2016-03-02,2016-03-07,50 Colored Long Pencils,Other,Art,Office Supplies,3,1,10
8,Hallie Redmond,20,CA-2018-165904,Home Office,Jacksonville,South,Florida,United States,Standard Class,2018-04-07,2018-04-11,50 Colored Long Pencils,Other,Art,Office Supplies,1,2,16
-60,Ken Brennan,60,US-2018-118038,Corporate,Houston,Central,Texas,United States,First Class,2018-12-09,2018-12-11,"6"" Cubicle Wall Clock, Black",Other,Furnishings,Furniture,-6,3,10
36,Ionia McGrath,0,CA-2017-129630,Consumer,San Francisco,West,California,United States,Same Day,2017-09-04,2017-09-04,"6"" Cubicle Wall Clock, Black",Other,Furnishings,Furniture,9,3,24
36,Cassandra Brandow,0,CA-2018-144484,Consumer,San Francisco,West,California,United States,Same Day,2018-09-11,2018-09-11,"6"" Cubicle Wall Clock, Black",Other,Furnishings,Furniture,12,4,32
20,Dean Braden,20,CA-2017-158778,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2017-09-05,2017-09-09,"6"" Cubicle Wall Clock, Black",Other,Furnishings,Furniture,12,9,58
42,Parhena Norris,0,CA-2018-161018,Home Office,New York City,East,New York,United States,Second Class,2018-11-09,2018-11-11,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,41,7,97
28,Chloris Kastensmidt,20,US-2016-144771,Consumer,Hillsboro,West,Oregon,United States,First Class,2016-10-02,2016-10-04,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,3,1,11
42,Toby Braunhardt,0,CA-2017-157266,Consumer,Washington,East,District of Columbia,United States,Standard Class,2017-05-26,2017-06-01,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,17,3,41
42,Denise Leinenbach,0,CA-2018-143329,Consumer,Las Cruces,West,New Mexico,United States,Standard Class,2018-11-03,2018-11-08,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,17,3,41
42,Benjamin Venier,0,US-2017-168410,Corporate,Oceanside,East,New York,United States,Standard Class,2017-02-21,2017-02-26,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,29,5,69
42,Laura Armstrong,0,CA-2015-163552,Corporate,Hackensack,East,New Jersey,United States,Standard Class,2015-07-11,2015-07-15,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,52,9,124
28,Barbara Fisher,20,CA-2015-117345,Corporate,Charlotte,South,North Carolina,United States,Standard Class,2015-08-01,2015-08-05,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,12,4,44
42,Sample Company A,0,CA-2018-154123,Home Office,Henderson,South,Kentucky,United States,Standard Class,2018-11-20,2018-11-25,9-3/4 Diameter Round Wall Clock,Other,Furnishings,Furniture,12,2,28
-23,Patrick O'Brill,40,US-2017-141544,Consumer,Philadelphia,East,Pennsylvania,United States,First Class,2017-08-30,2017-09-01,Aastra 57i VoIP phone,Other,Phones,Technology,-68,3,291
26,Ivan Liston,0,CA-2018-143063,Consumer,Columbus,Central,Indiana,United States,Standard Class,2018-08-10,2018-08-15,Aastra 57i VoIP phone,Other,Phones,Technology,378,9,"1,454"
8,Dave Brooks,20,CA-2018-121258,Consumer,Costa Mesa,West,California,United States,Standard Class,2018-02-26,2018-03-03,Aastra 57i VoIP phone,Other,Phones,Technology,19,2,259
8,Sarah Brown,20,CA-2016-149846,Consumer,Los Angeles,West,California,United States,Standard Class,2016-05-22,2016-05-26,Aastra 57i VoIP phone,Other,Phones,Technology,58,6,776
26,Neil Ducich,0,CA-2015-131905,Corporate,Chesapeake,South,Virginia,United States,First Class,2015-02-06,2015-02-09,Aastra 57i VoIP phone,Other,Phones,Technology,42,1,162
8,Bill Tyler,20,US-2016-120502,Corporate,Los Angeles,West,California,United States,Standard Class,2016-04-13,2016-04-19,Aastra 57i VoIP phone,Other,Phones,Technology,19,2,259
26,Paul Prost,0,US-2017-108504,Home Office,Smyrna,South,Georgia,United States,Same Day,2017-02-05,2017-02-05,Aastra 57i VoIP phone,Other,Phones,Technology,126,3,485
11,Adrian Barton,20,CA-2018-121643,Consumer,Portland,West,Oregon,United States,First Class,2018-05-18,2018-05-20,Aastra 6757i CT Wireless VoIP phone,Other,Phones,Technology,39,2,345
29,Katherine Ducich,0,CA-2016-145814,Consumer,New York City,East,New York,United States,Standard Class,2016-11-19,2016-11-24,Aastra 6757i CT Wireless VoIP phone,Other,Phones,Technology,250,4,862
-18,Eugene Barchas,40,CA-2018-149895,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2018-09-08,2018-09-12,Aastra 6757i CT Wireless VoIP phone,Other,Phones,Technology,-47,2,259
11,Barry Blumstein,20,CA-2016-141810,Corporate,San Antonio,Central,Texas,United States,Standard Class,2016-11-02,2016-11-07,Aastra 6757i CT Wireless VoIP phone,Other,Phones,Technology,39,2,345
29,Frank Hawley,0,CA-2018-104640,Corporate,New York City,East,New York,United States,Standard Class,2018-11-10,2018-11-16,Aastra 6757i CT Wireless VoIP phone,Other,Phones,Technology,125,2,431
11,Arthur Wiediger,20,CA-2018-107321,Home Office,San Francisco,West,California,United States,Standard Class,2018-08-31,2018-09-04,Aastra 6757i CT Wireless VoIP phone,Other,Phones,Technology,78,4,689
35,Craig Carreira,20,CA-2018-163139,Consumer,New York City,East,New York,United States,Second Class,2018-12-01,2018-12-03,Acco 3-Hole Punch,Acco,Binders,Office Supplies,6,5,18
-73,Allen Goldenen,70,CA-2017-109820,Consumer,Cincinnati,East,Ohio,United States,First Class,2017-11-20,2017-11-22,Acco 3-Hole Punch,Acco,Binders,Office Supplies,-2,2,3
48,Maris LaWare,0,CA-2015-125556,Consumer,Fairfield,East,Connecticut,United States,Second Class,2015-11-14,2015-11-16,Acco 3-Hole Punch,Acco,Binders,Office Supplies,21,10,44
35,Melanie Seite,20,CA-2016-124044,Consumer,Rochester,East,New York,United States,Second Class,2016-07-23,2016-07-26,Acco 3-Hole Punch,Acco,Binders,Office Supplies,4,3,11
35,Jim Epp,20,US-2018-136707,Corporate,Los Angeles,West,California,United States,First Class,2018-11-12,2018-11-15,Acco 3-Hole Punch,Acco,Binders,Office Supplies,5,4,14
-160,Henry Goldwyn,80,US-2015-152723,Corporate,Mesquite,Central,Texas,United States,Same Day,2015-09-26,2015-09-26,Acco 3-Hole Punch,Acco,Binders,Office Supplies,-1,1,1
48,Luke Schmidt,0,US-2018-165869,Corporate,Milwaukee,Central,Wisconsin,United States,Standard Class,2018-07-31,2018-08-05,Acco 3-Hole Punch,Acco,Binders,Office Supplies,8,4,18
48,Jennifer Braxton,0,CA-2018-142125,Corporate,Milwaukee,Central,Wisconsin,United States,Standard Class,2018-10-21,2018-10-27,Acco 3-Hole Punch,Acco,Binders,Office Supplies,11,5,22
48,Craig Leslie,0,CA-2018-159604,Home Office,Springfield,Central,Missouri,United States,First Class,2018-04-14,2018-04-15,Acco 3-Hole Punch,Acco,Binders,Office Supplies,4,2,9
28,Randy Ferguson,0,US-2015-114188,Corporate,Dover,East,New Hampshire,United States,Second Class,2015-05-20,2015-05-22,Acco 6 Outlet Guardian Basic Surge Suppressor,Acco,Appliances,Office Supplies,9,4,33
-260,Harry Marie,80,CA-2015-129189,Corporate,Dallas,Central,Texas,United States,Standard Class,2015-07-21,2015-07-25,Acco 6 Outlet Guardian Basic Surge Suppressor,Acco,Appliances,Office Supplies,-13,3,5
-255,Michael Moore,80,CA-2018-121216,Consumer,College Station,Central,Texas,United States,Second Class,2018-12-23,2018-12-25,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Acco,Appliances,Office Supplies,-75,8,29
-255,Ken Lonsdale,80,CA-2018-164042,Consumer,Houston,Central,Texas,United States,Standard Class,2018-05-23,2018-05-27,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Acco,Appliances,Office Supplies,-47,5,18
29,Denny Ordway,0,CA-2016-121272,Consumer,Seattle,West,Washington,United States,Standard Class,2016-03-29,2016-04-04,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Acco,Appliances,Office Supplies,21,4,73
29,Tim Taslimi,0,CA-2017-111143,Corporate,Indianapolis,Central,Indiana,United States,First Class,2017-11-19,2017-11-22,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Acco,Appliances,Office Supplies,16,3,55
-255,Steve Chapman,80,CA-2018-152926,Corporate,Houston,Central,Texas,United States,Second Class,2018-10-02,2018-10-04,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Acco,Appliances,Office Supplies,-56,6,22
29,Matthew Grinstein,0,US-2018-169502,Home Office,Milwaukee,Central,Wisconsin,United States,Standard Class,2018-08-28,2018-09-01,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Acco,Appliances,Office Supplies,27,5,92
9,Sandra Flanagan,20,CA-2017-130442,Consumer,Goldsboro,South,North Carolina,United States,First Class,2017-12-16,2017-12-19,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,3,3,35
27,Sheri Gordon,0,CA-2015-159800,Consumer,San Francisco,West,California,United States,First Class,2015-11-28,2015-12-01,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,12,3,44
27,Chloris Kastensmidt,0,CA-2017-110982,Consumer,Santa Clara,West,California,United States,First Class,2017-06-05,2017-06-07,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,16,4,58
-265,John Murray,80,CA-2017-130393,Consumer,San Angelo,Central,Texas,United States,Second Class,2017-12-01,2017-12-03,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,-31,4,12
27,Liz Preis,0,CA-2018-121804,Consumer,Murray,South,Kentucky,United States,Standard Class,2018-03-03,2018-03-08,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,20,5,73
9,Odella Nelson,20,CA-2015-121286,Corporate,Cary,South,North Carolina,United States,Second Class,2015-11-04,2015-11-08,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,5,5,58
19,Quincy Jones,10,US-2015-157070,Corporate,Detroit,Central,Michigan,United States,Standard Class,2015-06-01,2015-06-06,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,12,5,66
27,James Lanier,0,CA-2016-158701,Home Office,San Francisco,West,California,United States,Standard Class,2016-01-05,2016-01-10,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,Office Supplies,24,6,87
30,Robert Waldorf,0,CA-2018-110905,Consumer,Springfield,Central,Missouri,United States,Second Class,2018-09-10,2018-09-15,Acco 6 Outlet Guardian Standard Surge Suppressor,Acco,Appliances,Office Supplies,7,2,24
13,Ricardo Emerson,20,CA-2015-165477,Consumer,Kent,East,Ohio,United States,Second Class,2015-12-29,2015-12-31,Acco 6 Outlet Guardian Standard Surge Suppressor,Acco,Appliances,Office Supplies,6,5,48
-250,Luke Foster,80,CA-2015-169019,Consumer,San Antonio,Central,Texas,United States,Standard Class,2015-07-26,2015-07-30,Acco 6 Outlet Guardian Standard Surge Suppressor,Acco,Appliances,Office Supplies,-12,2,5
30,John Murray,0,CA-2016-158148,Consumer,Arlington,South,Virginia,United States,Standard Class,2016-12-20,2016-12-26,Acco 6 Outlet Guardian Standard Surge Suppressor,Acco,Appliances,Office Supplies,11,3,36
30,Brian Moss,0,CA-2015-125514,Corporate,Omaha,Central,Nebraska,United States,First Class,2015-09-21,2015-09-22,Acco 6 Outlet Guardian Standard Surge Suppressor,Acco,Appliances,Office Supplies,11,3,36
-250,Shirley Jackson,80,US-2018-152366,Consumer,Houston,Central,Texas,United States,Second Class,2018-04-21,2018-04-25,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,-243,4,97
13,Alan Haines,20,CA-2017-112697,Corporate,Tamarac,South,Florida,United States,Second Class,2017-12-18,2017-12-20,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,24,2,195
30,Chris Cortes,0,CA-2018-119914,Consumer,Westminster,West,California,United States,Second Class,2018-05-04,2018-05-09,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,73,2,243
30,Jamie Kunitz,0,CA-2018-123491,Consumer,San Francisco,West,California,United States,Standard Class,2018-10-30,2018-11-05,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,511,14,"1,702"
13,Jim Sink,20,CA-2018-104864,Corporate,Miramar,South,Florida,United States,Second Class,2018-11-18,2018-11-23,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,49,4,389
-250,Kean Nguyen,80,CA-2016-123456,Corporate,Dallas,Central,Texas,United States,Standard Class,2016-07-09,2016-07-13,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,-122,2,49
30,Eugene Moren,0,CA-2017-152730,Home Office,Superior,Central,Wisconsin,United States,Standard Class,2017-05-30,2017-06-04,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Acco,Appliances,Office Supplies,109,3,365
34,Jay Kimmel,20,US-2015-102715,Consumer,Miami,South,Florida,United States,Second Class,2015-04-11,2015-04-13,"Acco Banker's Clasps, 5 3/4""-Long",Acco,Fasteners,Office Supplies,2,3,7
47,Kean Thornton,0,CA-2018-159107,Consumer,San Francisco,West,California,United States,Second Class,2018-06-24,2018-06-26,"Acco Banker's Clasps, 5 3/4""-Long",Acco,Fasteners,Office Supplies,1,1,3
34,Alex Avila,20,CA-2017-103982,Consumer,Round Rock,Central,Texas,United States,Standard Class,2017-03-03,2017-03-08,"Acco Banker's Clasps, 5 3/4""-Long",Acco,Fasteners,Office Supplies,1,1,2
47,Michael Granlund,0,CA-2016-146948,Home Office,Baltimore,East,Maryland,United States,Standard Class,2016-07-16,2016-07-20,"Acco Banker's Clasps, 5 3/4""-Long",Acco,Fasteners,Office Supplies,5,4,12
47,Ben Ferrer,0,CA-2018-151799,Home Office,Lawrence,East,Massachusetts,United States,Standard Class,2018-12-14,2018-12-18,"Acco Banker's Clasps, 5 3/4""-Long",Acco,Fasteners,Office Supplies,8,6,17
47,Naresj Patel,0,CA-2016-131338,Consumer,New York City,East,New York,United States,First Class,2016-08-09,2016-08-12,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Acco,Fasteners,Office Supplies,5,3,11
47,Shahid Shariari,0,CA-2018-127726,Consumer,Georgetown,South,Kentucky,United States,Second Class,2018-09-11,2018-09-13,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Acco,Fasteners,Office Supplies,7,4,14
47,Tracy Zic,0,US-2017-143280,Consumer,Los Angeles,West,California,United States,Standard Class,2017-02-22,2017-02-26,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Acco,Fasteners,Office Supplies,5,3,11
47,Matt Collister,0,CA-2017-157868,Corporate,Grand Rapids,Central,Michigan,United States,Standard Class,2017-12-23,2017-12-29,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Acco,Fasteners,Office Supplies,12,7,25
34,Ann Steele,20,CA-2015-162684,Home Office,Philadelphia,East,Pennsylvania,United States,Standard Class,2015-08-01,2015-08-06,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Acco,Fasteners,Office Supplies,2,2,6
36,Joseph Holt,20,CA-2016-109638,Consumer,Seattle,West,Washington,United States,Standard Class,2016-12-15,2016-12-22,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,19,3,51
-70,Bryan Mills,70,US-2016-157014,Consumer,Columbus,East,Ohio,United States,Second Class,2016-10-03,2016-10-06,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-22,5,32
36,Jeremy Ellison,20,CA-2018-132934,Consumer,New Rochelle,East,New York,United States,Standard Class,2018-06-20,2018-06-26,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,19,3,51
-155,Tim Brockman,80,US-2018-104661,Consumer,Austin,Central,Texas,United States,First Class,2018-01-15,2018-01-18,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-7,1,4
-155,Russell Applegate,80,CA-2018-112809,Consumer,Dallas,Central,Texas,United States,Standard Class,2018-08-18,2018-08-22,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-33,5,21
-70,Liz Carlisle,70,CA-2015-129147,Consumer,Medina,East,Ohio,United States,Standard Class,2015-11-02,2015-11-06,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-13,3,19
-70,Gary Hwang,70,US-2016-120572,Consumer,Jacksonville,South,Florida,United States,Standard Class,2016-12-11,2016-12-15,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-9,2,13
-70,Katherine Nockton,70,CA-2016-154823,Corporate,Springfield,East,Ohio,United States,Standard Class,2016-08-21,2016-08-25,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-9,2,13
-155,Arthur Wiediger,80,US-2015-103905,Home Office,Aurora,Central,Illinois,United States,Standard Class,2015-07-14,2015-07-20,Acco D-Ring Binder w/DublLock,Acco,Binders,Office Supplies,-46,7,30
-83,Joy Daniels,70,CA-2018-152198,Consumer,Toledo,East,Ohio,United States,First Class,2018-09-09,2018-09-10,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Acco,Binders,Office Supplies,-5,2,6
31,Justin MacKendrick,20,CA-2016-116092,Consumer,Los Angeles,West,California,United States,Second Class,2016-02-15,2016-02-18,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Acco,Binders,Office Supplies,13,5,42
